state_run1,LnL_run1,state_run2,LnL_run2
3459000,-5876.875,3459000,-5876.193
3460000,-5868.461,3460000,-5880.081
3461000,-5874.484,3461000,-5870.244
3462000,-5870.873,3462000,-5871.508
3463000,-5870.492,3463000,-5870.923
3464000,-5876.838,3464000,-5869.351
3465000,-5878.094,3465000,-5876.224
3466000,-5868.582,3466000,-5874.358
3467000,-5870.854,3467000,-5872.143
3468000,-5872.893,3468000,-5871.113
3469000,-5877.329,3469000,-5875.652
3470000,-5878.289,3470000,-5871.266
3471000,-5879.284,3471000,-5871.25
3472000,-5871.31,3472000,-5870.037
3473000,-5877.366,3473000,-5879.471
3474000,-5870.399,3474000,-5877.605
3475000,-5877.953,3475000,-5873.613
3476000,-5871.87,3476000,-5872.951
3477000,-5873.089,3477000,-5874.416
3478000,-5871.547,3478000,-5876.438
3479000,-5873.533,3479000,-5879.183
3480000,-5874.667,3480000,-5874.142
3481000,-5875.042,3481000,-5870.497
3482000,-5868.031,3482000,-5875.324
3483000,-5873.622,3483000,-5877.609
3484000,-5873.602,3484000,-5877.008
3485000,-5873.811,3485000,-5878.499
3486000,-5876.875,3486000,-5879.384
3487000,-5881.691,3487000,-5872.605
3488000,-5874.61,3488000,-5870.466
3489000,-5872.83,3489000,-5872.077
3490000,-5878.672,3490000,-5869.893
3491000,-5877.852,3491000,-5876.706
3492000,-5872.523,3492000,-5878.925
3493000,-5871.172,3493000,-5869.93
3494000,-5877.911,3494000,-5873.054
3495000,-5871.626,3495000,-5873.638
3496000,-5875.092,3496000,-5883.72
3497000,-5881.852,3497000,-5872.153
3498000,-5873.62,3498000,-5877.291
3499000,-5872.221,3499000,-5870.739
3500000,-5873.671,3500000,-5878.619
3501000,-5878.798,3501000,-5875.884
3502000,-5871.156,3502000,-5872.028
3503000,-5873.442,3503000,-5871.739
3504000,-5881.217,3504000,-5876.195
3505000,-5874.31,3505000,-5877.953
3506000,-5875.564,3506000,-5872.359
3507000,-5876.798,3507000,-5878.706
3508000,-5873.386,3508000,-5877.515
3509000,-5873.725,3509000,-5872.246
3510000,-5874.013,3510000,-5880.671
3511000,-5870.229,3511000,-5873.811
3512000,-5871.446,3512000,-5874.473
3513000,-5871.662,3513000,-5872.592
3514000,-5875.196,3514000,-5870.475
3515000,-5872.956,3515000,-5877.612
3516000,-5874.239,3516000,-5877.517
3517000,-5881.709,3517000,-5876.361
3518000,-5878.122,3518000,-5880.726
3519000,-5879.089,3519000,-5874.948
3520000,-5872.51,3520000,-5879.674
3521000,-5876.332,3521000,-5877.236
3522000,-5877.522,3522000,-5880.696
3523000,-5875.019,3523000,-5872.982
3524000,-5874.701,3524000,-5876.944
3525000,-5874.507,3525000,-5876.759
3526000,-5871.508,3526000,-5873.335
3527000,-5877.671,3527000,-5874.032
3528000,-5878.17,3528000,-5872.339
3529000,-5876.048,3529000,-5875.079
3530000,-5872.601,3530000,-5876.916
3531000,-5876.13,3531000,-5874.64
3532000,-5873.336,3532000,-5874.527
3533000,-5873.177,3533000,-5874.335
3534000,-5876.048,3534000,-5871.337
3535000,-5877.283,3535000,-5874.305
3536000,-5874.709,3536000,-5876.215
3537000,-5873.57,3537000,-5872.075
3538000,-5874.978,3538000,-5873.695
3539000,-5885.59,3539000,-5879.719
3540000,-5874.604,3540000,-5876.917
3541000,-5875.354,3541000,-5871
3542000,-5875.673,3542000,-5876.808
3543000,-5876.166,3543000,-5869.258
3544000,-5885.062,3544000,-5875.592
3545000,-5875.893,3545000,-5870.893
3546000,-5870.106,3546000,-5875.306
3547000,-5874.393,3547000,-5871.796
3548000,-5880.63,3548000,-5878.423
3549000,-5873.337,3549000,-5872.91
3550000,-5876.972,3550000,-5871.719
3551000,-5878.378,3551000,-5872.941
3552000,-5882.69,3552000,-5874.9
3553000,-5873.647,3553000,-5882.693
3554000,-5875.97,3554000,-5878.625
3555000,-5871.846,3555000,-5872.44
3556000,-5878.491,3556000,-5874.973
3557000,-5867.943,3557000,-5877.151
3558000,-5877.848,3558000,-5879.413
3559000,-5872.825,3559000,-5872.08
3560000,-5876.988,3560000,-5874.144
3561000,-5876.145,3561000,-5879.607
3562000,-5879.905,3562000,-5876.77
3563000,-5873.349,3563000,-5872.487
3564000,-5870.085,3564000,-5876.462
3565000,-5873.151,3565000,-5873.968
3566000,-5874.242,3566000,-5871.353
3567000,-5879.206,3567000,-5874.789
3568000,-5875.91,3568000,-5873.32
3569000,-5882.193,3569000,-5877.628
3570000,-5870.784,3570000,-5874.473
3571000,-5874.417,3571000,-5877.654
3572000,-5868.938,3572000,-5872.779
3573000,-5874.209,3573000,-5877.157
3574000,-5876.663,3574000,-5873.98
3575000,-5875.704,3575000,-5870.123
3576000,-5871.695,3576000,-5876.514
3577000,-5869.532,3577000,-5877.235
3578000,-5868.873,3578000,-5875.244
3579000,-5873.357,3579000,-5873.732
3580000,-5877.458,3580000,-5875.564
3581000,-5870.153,3581000,-5884.321
3582000,-5870.123,3582000,-5869.799
3583000,-5876.906,3583000,-5871.79
3584000,-5871.795,3584000,-5872.404
3585000,-5876.59,3585000,-5873.353
3586000,-5877.616,3586000,-5870.514
3587000,-5876.028,3587000,-5878.534
3588000,-5869.269,3588000,-5880.248
3589000,-5874.109,3589000,-5873.947
3590000,-5879.835,3590000,-5880.025
3591000,-5871.149,3591000,-5877.931
3592000,-5877.523,3592000,-5879.72
3593000,-5882.596,3593000,-5879.671
3594000,-5871.247,3594000,-5878.245
3595000,-5871.449,3595000,-5873.441
3596000,-5874.112,3596000,-5874.201
3597000,-5874.018,3597000,-5872.09
3598000,-5877.613,3598000,-5872.485
3599000,-5874.292,3599000,-5877.43
3600000,-5873.859,3600000,-5872.579
3601000,-5876.882,3601000,-5875.889
3602000,-5878.05,3602000,-5873.603
3603000,-5871.903,3603000,-5877.84
3604000,-5880.767,3604000,-5879.399
3605000,-5874.082,3605000,-5876.076
3606000,-5876.728,3606000,-5873.462
3607000,-5876.665,3607000,-5871.827
3608000,-5879.938,3608000,-5871.812
3609000,-5876.352,3609000,-5880.732
3610000,-5873.946,3610000,-5878.828
3611000,-5873.154,3611000,-5869.797
3612000,-5876.801,3612000,-5874.324
3613000,-5875.562,3613000,-5870.552
3614000,-5876.013,3614000,-5871.861
3615000,-5875.518,3615000,-5876.908
3616000,-5873.458,3616000,-5871.749
3617000,-5880.825,3617000,-5876.391
3618000,-5873.472,3618000,-5870.343
3619000,-5873.921,3619000,-5873.983
3620000,-5872.785,3620000,-5879.41
3621000,-5870.397,3621000,-5875.473
3622000,-5876.178,3622000,-5879.784
3623000,-5877.363,3623000,-5871.62
3624000,-5873.274,3624000,-5876.616
3625000,-5876.187,3625000,-5873.066
3626000,-5880.131,3626000,-5873.161
3627000,-5877.104,3627000,-5874.424
3628000,-5869.472,3628000,-5873.332
3629000,-5878.196,3629000,-5872.027
3630000,-5874.444,3630000,-5872.447
3631000,-5873.536,3631000,-5871.895
3632000,-5881.074,3632000,-5874.199
3633000,-5869.193,3633000,-5873.503
3634000,-5880.663,3634000,-5872.727
3635000,-5872.1,3635000,-5874.303
3636000,-5874.254,3636000,-5874.73
3637000,-5875.405,3637000,-5874.939
3638000,-5871.633,3638000,-5873.02
3639000,-5880.207,3639000,-5873.594
3640000,-5871.34,3640000,-5885.7
3641000,-5873.089,3641000,-5871.97
3642000,-5873.109,3642000,-5877.235
3643000,-5875.099,3643000,-5883.877
3644000,-5873.25,3644000,-5877.319
3645000,-5870.748,3645000,-5872.716
3646000,-5874.511,3646000,-5876.899
3647000,-5875.687,3647000,-5872.743
3648000,-5875.14,3648000,-5875.276
3649000,-5876.94,3649000,-5879.025
3650000,-5884.292,3650000,-5877.464
3651000,-5877.467,3651000,-5876.282
3652000,-5874.739,3652000,-5876.035
3653000,-5872.727,3653000,-5874.067
3654000,-5870.631,3654000,-5878.746
3655000,-5870.758,3655000,-5877.359
3656000,-5869.161,3656000,-5869.997
3657000,-5874.107,3657000,-5869.949
3658000,-5872.917,3658000,-5875.584
3659000,-5874.436,3659000,-5874.725
3660000,-5870.604,3660000,-5872.658
3661000,-5876.813,3661000,-5870.599
3662000,-5871.445,3662000,-5871.708
3663000,-5874.949,3663000,-5873.852
3664000,-5874.197,3664000,-5875.484
3665000,-5869.457,3665000,-5878.113
3666000,-5876.808,3666000,-5873.051
3667000,-5873.499,3667000,-5876.968
3668000,-5873.93,3668000,-5870.312
3669000,-5879.056,3669000,-5879.701
3670000,-5872.814,3670000,-5874.348
3671000,-5876.624,3671000,-5875.172
3672000,-5878.425,3672000,-5870.96
3673000,-5877.049,3673000,-5871.924
3674000,-5875.362,3674000,-5870.683
3675000,-5876.673,3675000,-5871.994
3676000,-5873.33,3676000,-5871.96
3677000,-5873.359,3677000,-5876.726
3678000,-5869.705,3678000,-5875.15
3679000,-5875.177,3679000,-5879.079
3680000,-5882.142,3680000,-5872.425
3681000,-5875.276,3681000,-5875.946
3682000,-5871.981,3682000,-5872.269
3683000,-5875.06,3683000,-5873.25
3684000,-5880.65,3684000,-5879.272
3685000,-5879.282,3685000,-5874.57
3686000,-5880.611,3686000,-5875.469
3687000,-5875.077,3687000,-5874.084
3688000,-5877.043,3688000,-5879.392
3689000,-5875.804,3689000,-5877.12
3690000,-5873.854,3690000,-5875.342
3691000,-5870.605,3691000,-5872.778
3692000,-5873.521,3692000,-5870.604
3693000,-5872.144,3693000,-5875.815
3694000,-5882.71,3694000,-5875.734
3695000,-5875.86,3695000,-5875.192
3696000,-5873.797,3696000,-5871.936
3697000,-5871.06,3697000,-5875.007
3698000,-5874.132,3698000,-5869.904
3699000,-5876.774,3699000,-5879.96
3700000,-5877.429,3700000,-5870.385
3701000,-5872.965,3701000,-5874.274
3702000,-5872.806,3702000,-5872.192
3703000,-5877.55,3703000,-5877.054
3704000,-5874.298,3704000,-5875.318
3705000,-5871.671,3705000,-5871.886
3706000,-5881.149,3706000,-5875.399
3707000,-5874.156,3707000,-5873.302
3708000,-5873.022,3708000,-5873.802
3709000,-5877.398,3709000,-5871.091
3710000,-5877.753,3710000,-5871.573
3711000,-5873.695,3711000,-5874.076
3712000,-5873.754,3712000,-5873.065
3713000,-5874.82,3713000,-5872.223
3714000,-5875.885,3714000,-5873.593
3715000,-5870.357,3715000,-5870.556
3716000,-5875.388,3716000,-5872.499
3717000,-5878.905,3717000,-5875.871
3718000,-5872.206,3718000,-5872.133
3719000,-5875.073,3719000,-5871.945
3720000,-5880.605,3720000,-5874.448
3721000,-5874.88,3721000,-5873.893
3722000,-5875.536,3722000,-5878.453
3723000,-5870.865,3723000,-5873.31
3724000,-5875.172,3724000,-5876.885
3725000,-5870.008,3725000,-5874.666
3726000,-5873.285,3726000,-5876.845
3727000,-5875.075,3727000,-5872.121
3728000,-5876.387,3728000,-5877.616
3729000,-5871.279,3729000,-5881.754
3730000,-5881.305,3730000,-5873.893
3731000,-5879.068,3731000,-5874.21
3732000,-5876.003,3732000,-5873.113
3733000,-5873.833,3733000,-5877.253
3734000,-5871.101,3734000,-5880.787
3735000,-5881.335,3735000,-5871.775
3736000,-5872.425,3736000,-5875.553
3737000,-5871.247,3737000,-5873.954
3738000,-5875.525,3738000,-5872.587
3739000,-5877.317,3739000,-5874.043
3740000,-5878.51,3740000,-5873.821
3741000,-5873.743,3741000,-5870.261
3742000,-5874.202,3742000,-5871.673
3743000,-5879.289,3743000,-5873.002
3744000,-5880.56,3744000,-5874.943
3745000,-5870.426,3745000,-5875.271
3746000,-5873.624,3746000,-5877.494
3747000,-5885.599,3747000,-5883.744
3748000,-5882.212,3748000,-5870.349
3749000,-5871.973,3749000,-5876.954
3750000,-5880.797,3750000,-5873.688
3751000,-5879.876,3751000,-5876.189
3752000,-5872.327,3752000,-5869.287
3753000,-5876.724,3753000,-5877.845
3754000,-5873.476,3754000,-5871.607
3755000,-5873.441,3755000,-5880.635
3756000,-5874.286,3756000,-5873.593
3757000,-5883.017,3757000,-5874.692
3758000,-5872.293,3758000,-5872.859
3759000,-5883.962,3759000,-5872.623
3760000,-5869.092,3760000,-5873.662
3761000,-5875.005,3761000,-5868.876
3762000,-5875.374,3762000,-5872.576
3763000,-5882.69,3763000,-5877.727
3764000,-5869.36,3764000,-5874.465
3765000,-5877.964,3765000,-5875.837
3766000,-5873.774,3766000,-5874.412
3767000,-5870.169,3767000,-5883.848
3768000,-5874.281,3768000,-5875.636
3769000,-5872.206,3769000,-5872.839
3770000,-5881.799,3770000,-5872.018
3771000,-5873.886,3771000,-5876.022
3772000,-5875.003,3772000,-5875.618
3773000,-5872.761,3773000,-5872.515
3774000,-5874.657,3774000,-5880.55
3775000,-5873.699,3775000,-5878.111
3776000,-5875.567,3776000,-5876.549
3777000,-5871.85,3777000,-5874.477
3778000,-5876.688,3778000,-5873.099
3779000,-5874.19,3779000,-5873.667
3780000,-5872.514,3780000,-5872.951
3781000,-5878.469,3781000,-5876.332
3782000,-5875.448,3782000,-5869.681
3783000,-5875.743,3783000,-5878.799
3784000,-5870.907,3784000,-5873.101
3785000,-5876.521,3785000,-5878.488
3786000,-5878.596,3786000,-5877.499
3787000,-5875.627,3787000,-5870.032
3788000,-5871.667,3788000,-5875.517
3789000,-5873.732,3789000,-5877.322
3790000,-5869.453,3790000,-5883.94
3791000,-5869.264,3791000,-5875.328
3792000,-5872.297,3792000,-5878.88
3793000,-5872.092,3793000,-5876.536
3794000,-5873.612,3794000,-5873.949
3795000,-5873.78,3795000,-5875.177
3796000,-5873.342,3796000,-5876.229
3797000,-5874.368,3797000,-5879.116
3798000,-5874.509,3798000,-5873.977
3799000,-5872.083,3799000,-5878.279
3800000,-5880.029,3800000,-5879.367
3801000,-5874.562,3801000,-5873.92
3802000,-5878.327,3802000,-5876.348
3803000,-5875.323,3803000,-5877.178
3804000,-5868.646,3804000,-5876.087
3805000,-5879.72,3805000,-5878.8
3806000,-5880.15,3806000,-5878.321
3807000,-5878.168,3807000,-5875.365
3808000,-5878.108,3808000,-5878.545
3809000,-5877.934,3809000,-5873.646
3810000,-5871.84,3810000,-5876.027
3811000,-5874.821,3811000,-5875.123
3812000,-5874.977,3812000,-5874.144
3813000,-5870.777,3813000,-5875.346
3814000,-5872.876,3814000,-5869.874
3815000,-5876.423,3815000,-5873.847
3816000,-5871.405,3816000,-5869.395
3817000,-5873.02,3817000,-5878.25
3818000,-5872.69,3818000,-5878.043
3819000,-5869.982,3819000,-5877.084
3820000,-5874.128,3820000,-5874.651
3821000,-5873.281,3821000,-5873.002
3822000,-5876.266,3822000,-5881.132
3823000,-5870.909,3823000,-5875.844
3824000,-5876.671,3824000,-5870.342
3825000,-5873.052,3825000,-5872.51
3826000,-5874.713,3826000,-5878.12
3827000,-5877.541,3827000,-5875.408
3828000,-5870.933,3828000,-5875.316
3829000,-5873.847,3829000,-5879.893
3830000,-5872.42,3830000,-5871.833
3831000,-5874.004,3831000,-5877.701
3832000,-5876.995,3832000,-5882.251
3833000,-5874.145,3833000,-5874.52
3834000,-5878.339,3834000,-5880.257
3835000,-5877.835,3835000,-5874.085
3836000,-5871.476,3836000,-5875.621
3837000,-5879.958,3837000,-5874.142
3838000,-5871.489,3838000,-5876.101
3839000,-5871.567,3839000,-5874.199
3840000,-5875.721,3840000,-5875.683
3841000,-5874.101,3841000,-5874.948
3842000,-5872.208,3842000,-5882.922
3843000,-5872.562,3843000,-5872.55
3844000,-5875.236,3844000,-5872.557
3845000,-5873.004,3845000,-5871.716
3846000,-5873.384,3846000,-5872.83
3847000,-5871.011,3847000,-5875.025
3848000,-5873.448,3848000,-5874.349
3849000,-5876.982,3849000,-5873.532
3850000,-5870.745,3850000,-5870.244
3851000,-5874.177,3851000,-5872.704
3852000,-5880.798,3852000,-5871.073
3853000,-5876.401,3853000,-5872.481
3854000,-5875.651,3854000,-5883.844
3855000,-5878.33,3855000,-5877.297
3856000,-5872.044,3856000,-5876.81
3857000,-5872.977,3857000,-5876.553
3858000,-5873.42,3858000,-5877.162
3859000,-5867.804,3859000,-5875.584
3860000,-5872.417,3860000,-5874.68
3861000,-5878.595,3861000,-5871.031
3862000,-5875.804,3862000,-5881.04
3863000,-5872.175,3863000,-5872.266
3864000,-5872.805,3864000,-5874.323
3865000,-5872.658,3865000,-5880.142
3866000,-5879.597,3866000,-5873.04
3867000,-5873.483,3867000,-5873.838
3868000,-5881.378,3868000,-5872.771
3869000,-5868.835,3869000,-5877.403
3870000,-5876.815,3870000,-5871.464
3871000,-5874.233,3871000,-5874.82
3872000,-5874.209,3872000,-5873.393
3873000,-5874.516,3873000,-5874.347
3874000,-5875.771,3874000,-5873.857
3875000,-5869.761,3875000,-5877.564
3876000,-5879.565,3876000,-5882.676
3877000,-5872.528,3877000,-5877.308
3878000,-5876.551,3878000,-5872.641
3879000,-5873.628,3879000,-5871.959
3880000,-5877.22,3880000,-5880.645
3881000,-5874.307,3881000,-5872.174
3882000,-5879.848,3882000,-5873.18
3883000,-5871.733,3883000,-5869.252
3884000,-5875.185,3884000,-5873.105
3885000,-5874.382,3885000,-5872.735
3886000,-5872.582,3886000,-5874.789
3887000,-5873.725,3887000,-5874.716
3888000,-5875.515,3888000,-5879.718
3889000,-5870.527,3889000,-5878.706
3890000,-5870.303,3890000,-5874.916
3891000,-5878.468,3891000,-5880.476
3892000,-5884.496,3892000,-5880.448
3893000,-5883.35,3893000,-5877.54
3894000,-5871.514,3894000,-5876.591
3895000,-5873.115,3895000,-5874.956
3896000,-5876.784,3896000,-5878.516
3897000,-5879.2,3897000,-5871.152
3898000,-5870.722,3898000,-5868.253
3899000,-5878.714,3899000,-5870.32
3900000,-5869.129,3900000,-5877.343
3901000,-5878.979,3901000,-5880.947
3902000,-5884.695,3902000,-5873.668
3903000,-5876.034,3903000,-5877.682
3904000,-5880.941,3904000,-5874.237
3905000,-5870.266,3905000,-5879.297
3906000,-5873.524,3906000,-5877.665
3907000,-5869.171,3907000,-5871.373
3908000,-5869.84,3908000,-5883.067
3909000,-5870.289,3909000,-5873.82
3910000,-5881.222,3910000,-5880.034
3911000,-5872.811,3911000,-5874.678
3912000,-5878.328,3912000,-5872.264
3913000,-5873.528,3913000,-5879.837
3914000,-5870.222,3914000,-5876.543
3915000,-5873.944,3915000,-5875.182
3916000,-5876.369,3916000,-5874.937
3917000,-5875.37,3917000,-5872.311
3918000,-5882.393,3918000,-5877.942
3919000,-5876.903,3919000,-5876.042
3920000,-5872.677,3920000,-5870.956
3921000,-5875.3,3921000,-5871.624
3922000,-5871.494,3922000,-5870.063
3923000,-5872.584,3923000,-5872.124
3924000,-5871.808,3924000,-5870.632
3925000,-5875.876,3925000,-5872.971
3926000,-5875.258,3926000,-5874.598
3927000,-5873.637,3927000,-5875.727
3928000,-5870.726,3928000,-5875.984
3929000,-5871.14,3929000,-5877.627
3930000,-5877.577,3930000,-5872.894
3931000,-5873.958,3931000,-5877.052
3932000,-5880.911,3932000,-5874.166
3933000,-5874.448,3933000,-5875.44
3934000,-5873.436,3934000,-5881.258
3935000,-5871.219,3935000,-5874.779
3936000,-5880.331,3936000,-5879.423
3937000,-5874.217,3937000,-5879.565
3938000,-5878.682,3938000,-5885.911
3939000,-5878.966,3939000,-5876.488
3940000,-5873.389,3940000,-5877.084
3941000,-5874.399,3941000,-5876.759
3942000,-5873.458,3942000,-5873.325
3943000,-5872.366,3943000,-5873.383
3944000,-5875.447,3944000,-5869.43
3945000,-5873.658,3945000,-5875.473
3946000,-5877.745,3946000,-5872.526
3947000,-5869.934,3947000,-5878.354
3948000,-5869.784,3948000,-5874.044
3949000,-5875.908,3949000,-5868.257
3950000,-5869.892,3950000,-5875.834
3951000,-5874.338,3951000,-5875.475
3952000,-5874.132,3952000,-5874.056
3953000,-5874.421,3953000,-5873.131
3954000,-5869.621,3954000,-5879.165
3955000,-5872.809,3955000,-5869.064
3956000,-5871.11,3956000,-5872.549
3957000,-5869.694,3957000,-5869.158
3958000,-5875.773,3958000,-5871.859
3959000,-5877.611,3959000,-5871.408
3960000,-5872.416,3960000,-5873.926
3961000,-5876.932,3961000,-5870.902
3962000,-5877.34,3962000,-5874.036
3963000,-5874.14,3963000,-5874.719
3964000,-5874.525,3964000,-5873.155
3965000,-5877.496,3965000,-5877.662
3966000,-5877.678,3966000,-5874.169
3967000,-5875.738,3967000,-5874.329
3968000,-5875.922,3968000,-5874.054
3969000,-5871.178,3969000,-5871.147
3970000,-5870.076,3970000,-5871.841
3971000,-5879.307,3971000,-5870.511
3972000,-5880.798,3972000,-5876.299
3973000,-5879.504,3973000,-5874.201
3974000,-5873.285,3974000,-5879.334
3975000,-5880.683,3975000,-5871.998
3976000,-5873.418,3976000,-5874.336
3977000,-5878.285,3977000,-5873.06
3978000,-5875.447,3978000,-5876.643
3979000,-5878.076,3979000,-5869.309
3980000,-5875.401,3980000,-5883.999
3981000,-5875.104,3981000,-5872.839
3982000,-5874.517,3982000,-5869.87
3983000,-5874.406,3983000,-5874.62
3984000,-5876.795,3984000,-5873.619
3985000,-5873.856,3985000,-5873.839
3986000,-5873.976,3986000,-5875.735
3987000,-5874.892,3987000,-5870.754
3988000,-5883.412,3988000,-5876.511
3989000,-5877.262,3989000,-5875.674
3990000,-5874.527,3990000,-5879.33
3991000,-5878.003,3991000,-5879.359
3992000,-5876.023,3992000,-5878.622
3993000,-5877.556,3993000,-5875.69
3994000,-5869.461,3994000,-5873.372
3995000,-5882.06,3995000,-5873.735
3996000,-5874.275,3996000,-5875.479
3997000,-5875.421,3997000,-5875.274
3998000,-5872.643,3998000,-5881.323
3999000,-5871.688,3999000,-5872.94
4000000,-5875.061,4000000,-5873.675
4001000,-5874.315,4001000,-5876.3
4002000,-5876.35,4002000,-5874.969
4003000,-5882.184,4003000,-5878.054
4004000,-5875.081,4004000,-5871.406
4005000,-5870.828,4005000,-5872.741
4006000,-5870.527,4006000,-5871.233
4007000,-5870.718,4007000,-5878.605
4008000,-5877.161,4008000,-5877.817
4009000,-5872.524,4009000,-5874.176
4010000,-5876.734,4010000,-5876.014
4011000,-5878.085,4011000,-5872.506
4012000,-5877.58,4012000,-5884.154
4013000,-5876.548,4013000,-5880.111
4014000,-5870.901,4014000,-5873.185
4015000,-5869.285,4015000,-5872.637
4016000,-5880.993,4016000,-5880.804
4017000,-5880.325,4017000,-5874.036
4018000,-5873.551,4018000,-5871.868
4019000,-5874.173,4019000,-5876.038
4020000,-5877.932,4020000,-5873.312
4021000,-5872.298,4021000,-5879.285
4022000,-5873.35,4022000,-5877.428
4023000,-5872.693,4023000,-5872.621
4024000,-5872.689,4024000,-5869.871
4025000,-5876.084,4025000,-5875.29
4026000,-5870.962,4026000,-5886.087
4027000,-5870.65,4027000,-5874.352
4028000,-5878.367,4028000,-5872.91
4029000,-5875.261,4029000,-5876.791
4030000,-5869.283,4030000,-5875.481
4031000,-5872.437,4031000,-5872.768
4032000,-5875.791,4032000,-5871.949
4033000,-5874.48,4033000,-5878.542
4034000,-5872.775,4034000,-5877.845
4035000,-5871.59,4035000,-5873.858
4036000,-5879.454,4036000,-5879.589
4037000,-5874.107,4037000,-5877.212
4038000,-5882.591,4038000,-5873.403
4039000,-5877.817,4039000,-5875.272
4040000,-5878.321,4040000,-5879.867
4041000,-5876.22,4041000,-5884.573
4042000,-5876.168,4042000,-5875.157
4043000,-5873.67,4043000,-5877.599
4044000,-5871.984,4044000,-5873.307
4045000,-5872.369,4045000,-5877.737
4046000,-5876.998,4046000,-5869.166
4047000,-5877.486,4047000,-5871.582
4048000,-5879.916,4048000,-5872.905
4049000,-5877.97,4049000,-5872.09
4050000,-5876.375,4050000,-5879.15
4051000,-5880.215,4051000,-5870.24
4052000,-5874.459,4052000,-5873.061
4053000,-5877.253,4053000,-5871.173
4054000,-5876.256,4054000,-5884.097
4055000,-5875.352,4055000,-5870.234
4056000,-5872.308,4056000,-5869.509
4057000,-5874.61,4057000,-5870.537
4058000,-5875.086,4058000,-5872.349
4059000,-5874.431,4059000,-5873.023
4060000,-5873.934,4060000,-5873.346
4061000,-5877.953,4061000,-5874.006
4062000,-5875.57,4062000,-5875.901
4063000,-5872.136,4063000,-5882.103
4064000,-5870.687,4064000,-5873.829
4065000,-5877.883,4065000,-5872.092
4066000,-5871.955,4066000,-5871.581
4067000,-5877.366,4067000,-5875.13
4068000,-5872.88,4068000,-5871.14
4069000,-5878.212,4069000,-5872.668
4070000,-5871.654,4070000,-5871.728
4071000,-5874.92,4071000,-5873.615
4072000,-5876.488,4072000,-5874.994
4073000,-5882.305,4073000,-5875.797
4074000,-5876.118,4074000,-5875.291
4075000,-5882.427,4075000,-5872.345
4076000,-5874.947,4076000,-5879.401
4077000,-5881.468,4077000,-5871.159
4078000,-5874.241,4078000,-5876.216
4079000,-5883.302,4079000,-5872.694
4080000,-5873.495,4080000,-5874.082
4081000,-5873.11,4081000,-5869.875
4082000,-5872.597,4082000,-5878.579
4083000,-5878.312,4083000,-5875.233
4084000,-5876.491,4084000,-5878.03
4085000,-5876.577,4085000,-5871.399
4086000,-5872.187,4086000,-5874.692
4087000,-5883.52,4087000,-5879.195
4088000,-5884.063,4088000,-5872.447
4089000,-5873.091,4089000,-5873.675
4090000,-5876.53,4090000,-5874.441
4091000,-5874.887,4091000,-5874.499
4092000,-5872.145,4092000,-5877.301
4093000,-5876.003,4093000,-5877.504
4094000,-5875.332,4094000,-5871.326
4095000,-5871.924,4095000,-5874.215
4096000,-5873.018,4096000,-5872.133
4097000,-5878.459,4097000,-5875.994
4098000,-5877.361,4098000,-5873.895
4099000,-5876.255,4099000,-5879.68
4100000,-5878.088,4100000,-5878.248
4101000,-5875.825,4101000,-5875.052
4102000,-5880.671,4102000,-5872.868
4103000,-5874.748,4103000,-5872.242
4104000,-5876.464,4104000,-5874.445
4105000,-5881.161,4105000,-5884.884
4106000,-5880.619,4106000,-5874.868
4107000,-5879.053,4107000,-5877.214
4108000,-5874.783,4108000,-5877.783
4109000,-5878.472,4109000,-5873.007
4110000,-5874.854,4110000,-5876.281
4111000,-5874.486,4111000,-5877.227
4112000,-5869.771,4112000,-5875.914
4113000,-5872.489,4113000,-5874.244
4114000,-5874.136,4114000,-5875.326
4115000,-5873.249,4115000,-5875.829
4116000,-5876.091,4116000,-5877.8
4117000,-5870.075,4117000,-5871.145
4118000,-5874.043,4118000,-5872.813
4119000,-5875.859,4119000,-5874.364
4120000,-5876.31,4120000,-5874.208
4121000,-5879.175,4121000,-5872.061
4122000,-5874.13,4122000,-5874.128
4123000,-5869.667,4123000,-5872.083
4124000,-5873.693,4124000,-5877.858
4125000,-5875.577,4125000,-5875.743
4126000,-5880.619,4126000,-5873.801
4127000,-5874.388,4127000,-5874.501
4128000,-5871.953,4128000,-5870.721
4129000,-5880.229,4129000,-5877.108
4130000,-5875.773,4130000,-5876.833
4131000,-5879.218,4131000,-5878.583
4132000,-5878.426,4132000,-5878.876
4133000,-5874.194,4133000,-5875.467
4134000,-5877.661,4134000,-5872.233
4135000,-5875.754,4135000,-5881.829
4136000,-5874.145,4136000,-5877.363
4137000,-5874.228,4137000,-5872.891
4138000,-5876.837,4138000,-5872.244
4139000,-5875.651,4139000,-5873.293
4140000,-5873.157,4140000,-5873.124
4141000,-5877.47,4141000,-5874.133
4142000,-5872.723,4142000,-5878.946
4143000,-5874.136,4143000,-5870.173
4144000,-5870.431,4144000,-5876.597
4145000,-5875.039,4145000,-5874.953
4146000,-5874.97,4146000,-5871.502
4147000,-5873.826,4147000,-5875.063
4148000,-5872.348,4148000,-5873.089
4149000,-5870.753,4149000,-5876.002
4150000,-5872.344,4150000,-5871.952
4151000,-5882.279,4151000,-5874.575
4152000,-5875.282,4152000,-5877.2
4153000,-5871.701,4153000,-5873.905
4154000,-5875.622,4154000,-5876.578
4155000,-5869.954,4155000,-5877.691
4156000,-5869.247,4156000,-5872.651
